persona_id,day,choice,raw,peak_temp,indoor_temp,district,has_ac,age,framing
oma_pia,3,C,"C. I've heard the Stadtbibliothek was quite full today, and a little company in the cool sounds delightful.",36.5,33.8,Altstadt,False,79,lebensgefahr
oma_pia,4,C,"C. I think it's time to visit the cooling centre at Stadtbibliothek Altstadt; staying inside my warm apartment is becoming too uncomfortable, and I could use the relief.",36.5,33.8,Altstadt,False,79,lebensgefahr
oma_pia,5,C,C. I think a visit to the cooling centre at Stadtbibliothek Altstadt would be wise; it's important to find a respite from this dreadful heat.,34.5,31.5,Altstadt,False,79,lebensgefahr
tomas_student,0,B,B. I should stay home but take precautions to stay hydrated and avoid the heat.,32.1,29.9,Paradies,False,24,lebensgefahr
tomas_student,1,B,"B. I’ll stay home but take precautions since it’s too hot to be comfortable, and I need to stay hydrated while working in the lab.",34.1,31.6,Paradies,False,24,lebensgefahr
tomas_student,2,C,C. I think it's best to visit the cooling centre at Universität Paradies-Foyer to escape this unbearable heat and stay hydrated.,35.1,32.6,Paradies,False,24,lebensgefahr
tomas_student,3,C,C. I think it's best to visit the cooling centre at Universität Paradies-Foyer to find some relief from this heat and maybe catch up with fellow students.,36.1,33.6,Paradies,False,24,lebensgefahr
tomas_student,4,C,C. I think it's crucial to visit the cooling centre at Universität Paradies-Foyer to stay comfortable and recharge for my work.,36.1,33.6,Paradies,False,24,lebensgefahr
tomas_student,5,C,C. I think it's best to visit the cooling centre at Universität Paradies-Foyer to find some relief from this unbearable heat.,34.1,31.3,Paradies,False,24,lebensgefahr
tourist_smith,0,B,B. We'll stay home but take precautions to keep cool and hydrated in this unexpected heat.,32.1,24.0,Staad,True,family,lebensgefahr
tourist_smith,1,B,B. We should stay home but take precautions since it’s so hot outside and we need to stay hydrated.,34.1,24.0,Staad,True,family,lebensgefahr
tourist_smith,2,B,B. We need to stay home but take precautions to keep cool and hydrated in this extreme heat.,35.1,24.0,Staad,True,family,lebensgefahr
tourist_smith,3,C,C. We should visit the cooling centre at Staad Schwimmbad-Cafeteria to escape this heat and keep the kids comfortable.,36.1,24.0,Staad,True,family,lebensgefahr
tourist_smith,4,C,C. We need to cool down and the swimming pool sounds like the perfect place to escape this heat!,36.1,24.0,Staad,True,family,lebensgefahr
tourist_smith,5,B,B. We need to stay home but take precautions to keep the kids safe and comfortable during this extreme heat.,34.1,24.0,Staad,True,family,lebensgefahr
herr_wagner,0,B,"B. I will stay home but take precautions because the heat is dangerous, and I need to keep myself safe and hydrated.",32.3,30.0,Wollmatingen,False,84,lebensgefahr
herr_wagner,1,B,"B. I will stay home but take precautions, as it’s too hot outside and I need to stay hydrated and cool.",34.3,31.7,Wollmatingen,False,84,lebensgefahr
herr_wagner,2,C,C. I need to visit the cooling centre at Wollmatinger Gemeindesaal to escape this unbearable heat and stay safe.,35.3,32.7,Wollmatingen,False,84,lebensgefahr
herr_wagner,3,C,C. I need to visit the cooling centre at Wollmatinger Gemeindesaal to escape this unbearable heat and stay safe.,36.3,33.7,Wollmatingen,False,84,lebensgefahr
herr_wagner,4,C,C. I need to escape this heat and find some relief at the cooling centre; it's too dangerous to stay here.,36.3,33.7,Wollmatingen,False,84,lebensgefahr
herr_wagner,5,C,C. I think it’s best to visit the cooling centre at Wollmatinger Gemeindesaal to find some relief from this relentless heat.,34.3,31.4,Wollmatingen,False,84,lebensgefahr
family_rainer,0,B,B. We'll stay home but take precautions to keep cool and hydrated during this heatwave.,32.0,24.0,Egg,True,family,lebensgefahr
family_rainer,1,B,"B. We’ll stay home but take precautions to stay cool and hydrated, as the heat is dangerous.",34.0,24.0,Egg,True,family,lebensgefahr
family_rainer,2,B,B. We'll stay home but take precautions to keep cool and hydrated during this heatwave.,35.0,24.0,Egg,True,family,lebensgefahr
family_rainer,3,C,C. Visiting the cooling centre at Kirchenzentrum Egg will provide us with a much-needed break from the heat while ensuring we're all safe and comfortable.,36.0,24.0,Egg,True,family,lebensgefahr
family_rainer,4,B,B. We'll stay home but take precautions to keep everyone comfortable and safe during this extreme heat.,36.0,24.0,Egg,True,family,lebensgefahr
family_rainer,5,B,B. We're staying home but taking precautions to keep cool and hydrated during this extreme heatwave.,34.0,24.0,Egg,True,family,lebensgefahr
bashir,0,C,C. I will visit the cooling centre at Stadtbibliothek Altstadt to escape the heat and stay safe during this extreme weather.,32.5,24.0,Altstadt,True,47,lebensgefahr
bashir,1,D,D. I will check on Frau Müller to ensure she's staying cool and comfortable during this heatwave.,34.5,24.0,Altstadt,True,47,lebensgefahr
bashir,2,D,"D. I want to check on Frau Müller, as I haven't seen her around and her curtains have been closed since Sunday.",35.5,24.0,Altstadt,True,47,lebensgefahr
bashir,3,D,"D. I will check on Frau Müller to ensure she is coping well with the heatwave, as I know it can be particularly challenging for her.",36.5,24.0,Altstadt,True,47,lebensgefahr
bashir,4,D,D. I want to check on Frau Müller to make sure she's staying cool and comfortable during this extreme heat.,36.5,24.0,Altstadt,True,47,lebensgefahr
bashir,5,D,"D. I will check on Frau Müller to see if she needs anything, as she might be struggling with the heat like many others in our community.",34.5,24.0,Altstadt,True,47,lebensgefahr
caritas_admin,0,B,B. I need to stay home but take precautions to ensure I stay hydrated and cool while the heatwave begins.,32.0,24.0,Egg,True,56,lebensgefahr
caritas_admin,1,C,C. Visiting the cooling centre at Kirchenzentrum Egg can provide much-needed relief from the heat and offer a safe space for our vulnerable residents.,34.0,24.0,Egg,True,56,lebensgefahr
caritas_admin,2,D,"D. I need to check on Frau Müller since her curtains have been closed, and I want to ensure she’s safe during this extreme heat.",35.0,24.0,Egg,True,56,lebensgefahr
caritas_admin,3,C,C. I will visit the cooling centre at Kirchenzentrum Egg to ensure I stay cool and check on any residents who might need assistance.,36.0,24.0,Egg,True,56,lebensgefahr
caritas_admin,4,B,B. Staying home but taking precautions is essential to ensure my well-being while I continue to monitor the wellness-call program for our elderly residents.,36.0,24.0,Egg,True,56,lebensgefahr
caritas_admin,5,C,C. Visiting the cooling centre at Kirchenzentrum Egg will allow me to check on others while ensuring I stay cool and refreshed during this extreme heatwave.,34.0,24.0,Egg,True,56,lebensgefahr
